"corpus","match_position","left context","match","right_context","thread_postcount","text_nk","thread_title","text_swefn","text_ovix","text_date","text_username","forum_title","forum_url","text_blingbring","thread_lastpost","thread_url","text_lix","text_url"
"Familjeliv: Känsliga rummet","84061928","Jag tror jag är extra","ångestfylld","och tankspridd nu just för att det är söndag och jag är bakis .","25","0.17","När bör man söka hjälp för missbruk?","|Change_direction:49.263|Resolve_problem:49.106|Actually_occurring_entity:46.535|","41.93","2017-11-12 23:28:21","Anonym (kluven)","Känsliga rummet > Missbruk","http://www.familjeliv.se/forum/4/120","|tanklöshet:117.005|dumhuvud:89.705|oförnuft:68.541|","2017-11-17 17:55:38","http://www.familjeliv.se/forum/thread/78185729-nar-bor-man-soka-hjalp-for-missbruk","27.39","http://www.familjeliv.se/forum/thread/78185729-nar-bor-man-soka-hjalp-for-missbruk/1#anchor-m10"
"Familjeliv: Känsliga rummet","84170378","Men jag tycker att det viktigaste man kan göra är att bry sig och inte förkasta någon , oftast de som ahr svårt att sluta röka är liksom jag de som är bundna vid cigg rent psykiskt , som den tröstande lilla giftpinnen den är .. ungefär som på samma sätt en alkoholist tar till flaskan så drar jag upp ciggen direkt när jag blir ledsen , är stressad , blir arg eller","ångestfylld",".","88","0.35","Är den nån mer än jag som inte klarat att sluta röka än?","|Hedging:434.396|Ingest_substance:283.934|Addiction:84.504|","64.38","2005-02-08 16:55:24","Brodsmulan","Känsliga rummet > Missbruk","http://www.familjeliv.se/forum/4/120","|fördunstning:184.793|luktlöshet:24.934|sakfällande:14.067|","2005-03-02 21:57:02","http://www.familjeliv.se/forum/thread/1653867-ar-den-nan-mer-an-jag-som-inte-klarat-att-sluta-roka-an","61.36","http://www.familjeliv.se/forum/thread/1653867-ar-den-nan-mer-an-jag-som-inte-klarat-att-sluta-roka-an/6#anchor-m53"
"Familjeliv: Känsliga rummet","84211598","Jag skulle vilja säga att det är helt beroende på vilket beroende man har .. jag har ett sk. psykiskt beroende .. jag behöver inte , trots att jag rökt i närmare 20år .. ja , jag är bara 28år men började redan som 8-9åring tyvärr .. men trots denna långa tid så är inte det fysiska det viktigaste för min del , jag har mycket större psykiskt beroende .. kanske 70 / 30 om man ska se det ur den vinkeln .. jag röker när jag är stressad , ledsen ,","ångestfylld",", rädd osv .","88","0.44","Är den nån mer än jag som inte klarat att sluta röka än?","|Addiction:309.348|Ingest_substance:288.726|Breaking_out_captive:73.124|","62.73","2004-12-22 15:15:48","Brodsmulan","Känsliga rummet > Missbruk","http://www.familjeliv.se/forum/4/120","|misantropi:234.003|fördunstning:225.494|kanalje:56.905|","2005-03-02 21:57:02","http://www.familjeliv.se/forum/thread/1653867-ar-den-nan-mer-an-jag-som-inte-klarat-att-sluta-roka-an","35.19","http://www.familjeliv.se/forum/thread/1653867-ar-den-nan-mer-an-jag-som-inte-klarat-att-sluta-roka-an/3#anchor-m29"
"Familjeliv: Känsliga rummet","84407582","Varje gång han misslyckas prioritera bort drogerna kommer han se det som ett svek mot dig och bli","ångestfylld",".","21","0.57","Behöver lite råd","|Addiction:770.93|First_rank:60.511|Artificiality:58.035|","62.85","2015-11-04 12:16:46","Anonym (g)","Känsliga rummet > Missbruk","http://www.familjeliv.se/forum/4/120","|nykterhet:148.553|handelsvara:26.503|misstydning:20.74|","2015-11-11 22:48:27","http://www.familjeliv.se/forum/thread/75927551-behover-lite-rad","40.70","http://www.familjeliv.se/forum/thread/75927551-behover-lite-rad/2#anchor-m16"
"Familjeliv: Känsliga rummet","84432219","Jag har haft 4 graviditeter hittils , den första slutade jag röka omgående på , slutade ma efter 18v , den andra lyckades jag sluta helt på slutet , den tredje runt v30 och nu sista lyckades jag bara dra ner till 2-3 / d då kroppen reagerade alldelens för häftigt vid stopp .. v6-8 blödningar , v16 starka förvärkar som höll på att sätta igång förlossning , likadant v30 .. vilket gör att man blir livrädd och än mer","ångestfylld",".. och tyvärr dämpar rökningen detta .. allt blev ' normalt ' så fort jag rökte efter att ha varit fri 2-3dagar ..","88","0.68","Är den nån mer än jag som inte klarat att sluta röka än?","|Ingest_substance:476.851|Objective_influence:287.149|Giving_birth:157.772|","82.58","2004-12-22 13:25:13","Brodsmulan","Känsliga rummet > Missbruk","http://www.familjeliv.se/forum/4/120","|fördunstning:248.279|ängel:97.897|dövhet:54.666|","2005-03-02 21:57:02","http://www.familjeliv.se/forum/thread/1653867-ar-den-nan-mer-an-jag-som-inte-klarat-att-sluta-roka-an","61.23","http://www.familjeliv.se/forum/thread/1653867-ar-den-nan-mer-an-jag-som-inte-klarat-att-sluta-roka-an/3#anchor-m23"
"Familjeliv: Känsliga rummet","84964522","Det där med att man är mer dimmig även i nyktert tillstånd stämmer bra på min pojkvän också - de få gånger han hållit upp en längre period blir han som en annan människa under dagarna , gladare , mer initiativrik , inte","ångestfylld","och passiv .","23","0.36","Fler alkoholberoende?","|Version_sequence:720.732|Eclipse:286.491|Being_active:137.365|","69.12","2009-09-24 10:04:57","Anonym (flickvän)","Känsliga rummet > Missbruk","http://www.familjeliv.se/forum/4/120","|nykterhet:292.493|ogenomskinlighet:48.803|halvgenomskinlighet:48.327|","2009-10-15 14:05:43","http://www.familjeliv.se/forum/thread/47333624-fler-alkoholberoende","35.37","http://www.familjeliv.se/forum/thread/47333624-fler-alkoholberoende/2#anchor-m15"
"Familjeliv: Känsliga rummet","85176272","Hon är två personer , den elaka tyrannen och den omtänksamma /","ångestfyllda","modern .","26","1.08","Bryta ett medberoende","|Cause_to_end:89.876|Suspicion:53.75|Emphasizing:40.474|","79.73","2019-12-15 07:46:14","Anonym (Dotter och mamma)","Känsliga rummet > Missbruk","http://www.familjeliv.se/forum/4/120","|uttalsfel:62.039|alstrare:38.806|blått:38.118|","2019-12-16 12:23:34","http://www.familjeliv.se/forum/thread/80100261-bryta-ett-medberoende","30.69","http://www.familjeliv.se/forum/thread/80100261-bryta-ett-medberoende/1"
"Familjeliv: Känsliga rummet","85437610","Och så blir jag deppig ,","ångestfylld","och paranoid dagen efter ... Just nu känner jag för att sluta dricka helt pga . bakisångesten .","23","0.44","Varför får man ångest av alkohol?","|Emitting:1362.435|Active_substance_medical:743.251|Intoxication:185.68|","68.28","2013-03-04 14:07:52","Anonym (Jag med)","Känsliga rummet > Missbruk","http://www.familjeliv.se/forum/4/120","|omogenhet:91.099|dryckenskap:73.488|mätthet:40.908|","2013-03-07 17:50:08","http://www.familjeliv.se/forum/thread/69019888-varfor-far-man-angest-av-alkohol","36.74","http://www.familjeliv.se/forum/thread/69019888-varfor-far-man-angest-av-alkohol/1#anchor-m10"
"Familjeliv: Känsliga rummet","85607922","Några av upplevelser man får kan också vara väldigt","ångestfyllda","och man kan få svåra panikattacker och paniksyndrom .","417","0.89","Cannabisrökande man!","|Cure_mod:397.901|Ingest_substance:376.393|Intoxicants:80.709|","75.04","2013-12-30 10:27:44","Anonym (olämplig)","Känsliga rummet > Missbruk","http://www.familjeliv.se/forum/4/120","|fördunstning:235.169|ögonsjuka:38.295|kyrkoordning:20.051|","2014-01-03 00:55:29","http://www.familjeliv.se/forum/thread/72059964-cannabisrokande-man","45.21","http://www.familjeliv.se/forum/thread/72059964-cannabisrokande-man/22#anchor-m211"
"Familjeliv: Känsliga rummet","85673061","Hon är nog ganska","ångestfylld","inför vad som ska komma , det är många motstridiga känslor att hantera om man ska bli kvitt missbruk .","12","0.33","När ger jag upp?","|Medical_treatment:60.694|Sole_instance:42.336|Processing_materials:38.759|","68.55","2013-12-14 07:54:38","Anonym (Stark)","Känsliga rummet > Missbruk","http://www.familjeliv.se/forum/4/120","|försyndelse:30.258|misstydning:21.77|missriktning:18.831|","2013-12-15 18:22:43","http://www.familjeliv.se/forum/thread/71951538-nar-ger-jag-upp","29.82","http://www.familjeliv.se/forum/thread/71951538-nar-ger-jag-upp/1#anchor-m1"
"Familjeliv: Känsliga rummet","85893190","lite ot , har ätit concerta och ritalin snart 4 år och är beroende av dom , livet blir som en karusell utan ett slut och jag blir så dampig och","ångestfylld",".","65","0.73","Amfetamin inte beroendeframkallande?","|Luck:201.945|Connectors:61.813|Intoxicants:30.645|","94.43","2011-11-05 07:24:31","Anonym (nn)","Känsliga rummet > Missbruk","http://www.familjeliv.se/forum/4/120","|handelsvara:18.424|osmaklighet:14.81|utbyte:13.837|","2012-03-22 11:11:29","http://www.familjeliv.se/forum/thread/61818577-amfetamin-inte-beroendeframkallande","27.98","http://www.familjeliv.se/forum/thread/61818577-amfetamin-inte-beroendeframkallande/5#anchor-m42"
"Familjeliv: Känsliga rummet","86145728","Alla ni som försöker trycka till en redan ledsen och","ångestfylld","mamma som kämpar med rökningen är sämre människor än TS nånsin kommer att bli .","140","0.53","Gravid v.29, och rökare","|Expressing_publicly:491.15|Ingest_substance:219.321|Forgoing:209.467|","84.22","2009-05-07 23:35:40","Queen70","Känsliga rummet > Missbruk","http://www.familjeliv.se/forum/4/120","|namnförändring:229.703|måttlighet:31.842|oläglighet:28.131|","2009-05-18 13:50:19","http://www.familjeliv.se/forum/thread/43135423-gravid-v29-och-rokare","28.79","http://www.familjeliv.se/forum/thread/43135423-gravid-v29-och-rokare/11#anchor-m101"
"Familjeliv: Känsliga rummet","86807062","Varför tycker du att det är så fruktansvärt fel i att se någonting positivt / roligt i en del av sitt liv som var väldigt","ångestfylld","och trasig ?","271","0.67","Hittade vitt pulver i min sons snusdosa, kontakta polisen?","|Stimulus_focus_positive:60.094|Grasp:44.153|Suitability:43.66|","142.78","2013-02-06 19:18:50","Feltryck01","Känsliga rummet > Missbruk","http://www.familjeliv.se/forum/4/120","|splittring:121.705|vanprydnad:92.48|fulhet:67.437|","2013-12-28 20:01:08","http://www.familjeliv.se/forum/thread/68692632-hittade-vitt-pulver-i-min-sons-snusdosa-kontakta-polisen","45.52","http://www.familjeliv.se/forum/thread/68692632-hittade-vitt-pulver-i-min-sons-snusdosa-kontakta-polisen/6#anchor-m52"
"Familjeliv: Känsliga rummet","86911457","Jag blev rejält påverkad i alla fall två av gångerna jag prövade , fick konstig hörsel och konstig syn , kände inte mina ben , och blev rädd och","ångestfylld",".","151","0.42","För eller emot Cannabis!","|Willingness:140.523|Contingency:131.835|Chemical_potency:94.283|","55.53","2012-06-03 19:06:15","Queenie70","Känsliga rummet > Missbruk","http://www.familjeliv.se/forum/4/120","|dumhuvud:29.365|magi:25.709|ställföreträdare:24.418|","2012-06-13 16:23:58","http://www.familjeliv.se/forum/thread/65189929-for-eller-emot-cannabis","49.29","http://www.familjeliv.se/forum/thread/65189929-for-eller-emot-cannabis/9#anchor-m85"
"Familjeliv: Känsliga rummet","86967163","Jag är livrädd för att bli så där förtvivlad , förkrossad o","ångestfylld","att jag vill ta livet av mig igen .","240","0.54","en tråd för oss medberoende!!!","|Affirm_or_deny:93.539|Prevarication:58.499|Rotting:53.039|","63.72","2008-01-14 01:48:10","Anonym (flickvän)","Känsliga rummet > Missbruk","http://www.familjeliv.se/forum/4/120","|namnförändring:142.197|vettvilling:134.161|stympare:69.754|","2008-02-22 01:21:23","http://www.familjeliv.se/forum/thread/27351613-en-trad-for-oss-medberoende","30.34","http://www.familjeliv.se/forum/thread/27351613-en-trad-for-oss-medberoende/13#anchor-m130"
"Familjeliv: Känsliga rummet","87225770","En","ångestfylld","ond cirkel som kändes omöjlig att ta mig ur .","451","0.43","Jag är sjuk i matmissbruk...","|Reciprocality:301.369|Deserving:166.823|Commutative_statement:79.458|","64.13","2010-02-16 13:09:43","LeWi","Känsliga rummet > Missbruk","http://www.familjeliv.se/forum/4/120","|känselbedövning:79.819|sötma:32.948|omöjlighet:30.069|","2014-06-25 21:10:21","http://www.familjeliv.se/forum/thread/50783474-jag-ar-sjuk-i-matmissbruk","30.81","http://www.familjeliv.se/forum/thread/50783474-jag-ar-sjuk-i-matmissbruk/9#anchor-m88"
"Familjeliv: Känsliga rummet","88380517","är en tjej på 24år som har börjat gå på möten igen !Går endast på kvinnomöten och de e så skönt.Där känner jag mig stark , trygg och säker på att jag kan klara av att vara nykter.Men jag är rädd , vilsen ,","ångestfylld","över att känna mig så ensam när jag går därifrån.AA kvinnomöten är det tuffaste jag vart på d e grymt .. så mycket tuffa kvinnor.men de e väldigt tufft på ett negativt sätt när man går därifrån.Skulle va skönt och ha en plats här på familjeliv där vi kvinnor / tjejer mammor / icke mammor kunde samlas och dela me oss av vardagen å erfarenheter , stärka varandra och prata.Nån som e på ?","1","0.64","Kvinnor/mammor alkoholister","|Manner_of_life:153.456|Attitude_description:117.286|Cause_change_of_strength:92.886|","65.19","2006-06-16 23:08:50","Anonym (Ångest)","Känsliga rummet > Missbruk","http://www.familjeliv.se/forum/4/120","|missledning:82.0|celibat:35.345|feghet:18.735|","2006-06-16 23:08:50","http://www.familjeliv.se/forum/thread/10186172-kvinnormammor-alkoholister","126.32","http://www.familjeliv.se/forum/thread/10186172-kvinnormammor-alkoholister/1"
"Familjeliv: Känsliga rummet","89111686","Sen när han torskat , tänt av å blivit ren , då är han så","ångestfylld","o då har d dessutom oftast gått så lång tid så då e jag inte arg eller ledsen längre , inte på samma sätt iaf .","389","0.38","Vi som är anhöriga till missbrukare, kanske behöver prata av oss lite.Välkomna hit=)","|Deserving:239.68|Surviving:84.807|Performers_and_roles:54.88|","60.00","2009-01-30 13:28:50","Cero07","Känsliga rummet > Missbruk","http://www.familjeliv.se/forum/4/120","|förbannelse:45.855|dumhuvud:26.728|luktlöshet:24.527|","2013-02-18 04:32:19","http://www.familjeliv.se/forum/thread/40047592-vi-som-ar-anhoriga-till-missbrukare-kanske-behover-prata-av-oss-litevalkomna-hit","22.76","http://www.familjeliv.se/forum/thread/40047592-vi-som-ar-anhoriga-till-missbrukare-kanske-behover-prata-av-oss-litevalkomna-hit/23#anchor-m227"
"Familjeliv: Känsliga rummet","89792423","Slutar inte helt sällan med gråt heller ... Och dagen efter är ett enda stort","ångestfyllt","ältande .","12","0.26","Dricker sällan alkohol, men har svårt att kontrollera mig när jag gör det.","|Intoxication:83.519|Complaining:51.639|Ingestion:51.016|","57.82","2008-08-10 20:43:34","Anonym (usch)","Känsliga rummet > Missbruk","http://www.familjeliv.se/forum/4/120","|nykterhet:189.122|dryckenskap:27.546|klagan:21.446|","2008-09-04 11:11:56","http://www.familjeliv.se/forum/thread/35163137-dricker-sallan-alkohol-men-har-svart-att-kontrollera-mig-nar-jag-gor-det","22.64","http://www.familjeliv.se/forum/thread/35163137-dricker-sallan-alkohol-men-har-svart-att-kontrollera-mig-nar-jag-gor-det/1"
"Familjeliv: Känsliga rummet","90042991","Ingen skulle välja att bli alkoholist , det är en","ångestfylld","livsstil och omfattar inga av de positiva upplevelser som vanliga människor har när de dricker alkohol .","990","0.43","Alkoholism är absolut ingen sjukdom!","|Addiction:711.455|Being_up_to_it:436.993|Objective_influence:179.938|","51.86","2008-08-31 10:55:55","Anonym (biobonus)","Känsliga rummet > Missbruk","http://www.familjeliv.se/forum/4/120","|nykterhet:411.278|dryckenskap:77.873|råmärke:27.574|","2008-10-14 12:40:44","http://www.familjeliv.se/forum/thread/35714313-alkoholism-ar-absolut-ingen-sjukdom","35.69","http://www.familjeliv.se/forum/thread/35714313-alkoholism-ar-absolut-ingen-sjukdom/14#anchor-m134"
"Familjeliv: Känsliga rummet","90382724","Jag känner min dotter och jag har sett henne ställa till med problem under hela hennes tonår , men det här är det absolut grövsta och jag har aldrig sett henne sådär","ångestfylld",".","40","0.47","Dotter kallad till rättegång.. Vad gör man?","|Ammunition:202.661|Forgiveness:140.083|Sentencing:91.828|","57.24","2016-01-07 13:46:55","LifeAsMe123","Känsliga rummet > Missbruk","http://www.familjeliv.se/forum/4/120","|frikännelse:44.644|förlåtelse:29.673|frikallelse:28.018|","2016-01-09 00:49:12","http://www.familjeliv.se/forum/thread/76198641-dotter-kallad-till-rattegang-vad-gor-man","26.35","http://www.familjeliv.se/forum/thread/76198641-dotter-kallad-till-rattegang-vad-gor-man/1#anchor-m9"
"Familjeliv: Känsliga rummet","90475039","Ditt barn kommer ha en mamma som var så stark så hon satte stopp för allt skit och som räddade sitt barn från en","ångestfylld",", jobbig barndom !","16","0.59","min kille valde drogerna före mig och vår son,va tvungen att lämna!","|State_of_entity:158.208|Predicament:155.864|Process_stop:125.851|","60.86","2007-11-25 22:57:29","071126","Känsliga rummet > Missbruk","http://www.familjeliv.se/forum/4/120","|skattmästare:46.889|nödsignal:25.047|efterkommande:21.422|","2008-01-01 15:55:48","http://www.familjeliv.se/forum/thread/27249307-min-kille-valde-drogerna-fore-mig-och-var-sonva-tvungen-att-lamna","31.42","http://www.familjeliv.se/forum/thread/27249307-min-kille-valde-drogerna-fore-mig-och-var-sonva-tvungen-att-lamna/1#anchor-m9"
"Familjeliv: Känsliga rummet","90854397","Har inte druckit eller ens tänkt på att dricka då , men det kan nog bero på att jag påbörjat den psykiska behandlingen och just därav känner mig mindre","ångestfylld","och mer hoppfull än på länge ?","81","0.37","Antabus, hur funkar det?","|Scope:365.442|Addiction:271.539|Ingestion:84.686|","56.57","2010-04-27 14:26:53","Anonym","Känsliga rummet > Missbruk","http://www.familjeliv.se/forum/4/120","|dryckenskap:54.871|okändhet:32.957|celibat:28.04|","2017-05-05 12:59:01","http://www.familjeliv.se/forum/thread/51778627-antabus-hur-funkar-det","32.41","http://www.familjeliv.se/forum/thread/51778627-antabus-hur-funkar-det/7#anchor-m69"
"Familjeliv: Känsliga rummet","90873342","Människor som är","ångestfyllda",", ofta söker spänning i livet eller är antisociala fastnar lättare i missbruk än andra .","15","1.26","Vanligt?","|Becoming_attached:105.241|Luck:91.72|Cause_to_make_progress:69.807|","62.68","2006-06-22 20:26:14","Anonym","Känsliga rummet > Missbruk","http://www.familjeliv.se/forum/4/120","|djävul:61.801|dryckenskap:54.652|åldring:48.935|","2006-06-30 23:30:09","http://www.familjeliv.se/forum/thread/10321124-vanligt","40.84","http://www.familjeliv.se/forum/thread/10321124-vanligt/1#anchor-m6"
"Familjeliv: Känsliga rummet","90961489","Hade supertrevligt , var glad och INTE","ångestfyllt","- skönt .","81","0.51","Antabus, hur funkar det?","|Fall_asleep:286.61|Being_awake:253.729|Cause_fluidic_motion:122.545|","74.44","2010-04-27 09:49:45","Anonym","Känsliga rummet > Missbruk","http://www.familjeliv.se/forum/4/120","|okänslighet:51.168|celibat:50.072|dryckenskap:48.992|","2017-05-05 12:59:01","http://www.familjeliv.se/forum/thread/51778627-antabus-hur-funkar-det","31.98","http://www.familjeliv.se/forum/thread/51778627-antabus-hur-funkar-det/7#anchor-m65"
"Familjeliv: Känsliga rummet","91006766","Drömde mycket om fester , dock var dem ofta","ångestfyllda",".","6","0.47","Kan man förändra sitt missbruk","|Cognitive_connection:497.454|Ingest_substance:139.082|Forgoing:132.833|","69.43","2015-02-20 16:21:39","Anonym (Eller är det allt eller inget?)","Känsliga rummet > Missbruk","http://www.familjeliv.se/forum/4/120","|kompromiss:31.145|oförnuft:30.509|tanklöshet:26.041|","2015-02-21 14:58:19","http://www.familjeliv.se/forum/thread/74891294-kan-man-forandra-sitt-missbruk","36.80","http://www.familjeliv.se/forum/thread/74891294-kan-man-forandra-sitt-missbruk/1#anchor-m2"
"Familjeliv: Känsliga rummet","91066167","På nästan alla onlineshoppar kan man välja faktura och då ser man ju inte att det försvinner pengar förren varje","ångestfylld","månadskifte när allt ska betalas .","58","0.45","en tråd för oss shopoholics","|Trap:849.287|Eventive_cognizer_affecting:76.692|Ceasing_to_be:54.52|","73.31","2010-12-29 13:47:48","Moonis","Känsliga rummet > Missbruk","http://www.familjeliv.se/forum/4/120","|förteckning:61.232|förevändning:39.156|fängelse:34.19|","2011-01-22 19:21:07","http://www.familjeliv.se/forum/thread/56365978-en-trad-for-oss-shopoholics","39.05","http://www.familjeliv.se/forum/thread/56365978-en-trad-for-oss-shopoholics/2#anchor-m15"
"Familjeliv: Känsliga rummet","91067945","Jag blev mycket","ångestfylld","och mådde väldigt dåligt , givetvis började jag röka direkt igen .","248","0.51","Jag kan inte sluta röka hash.","|Giving_birth:331.32|Ingest_substance:166.898|Supporting:70.659|","63.76","2009-10-21 02:18:11","Anonym (Varit där...)","Känsliga rummet > Missbruk","http://www.familjeliv.se/forum/4/120","|fördunstning:130.347|namnförändring:58.266|kanalje:54.824|","2009-10-26 22:41:47","http://www.familjeliv.se/forum/thread/47824561-jag-kan-inte-sluta-roka-hash","32.76","http://www.familjeliv.se/forum/thread/47824561-jag-kan-inte-sluta-roka-hash/7#anchor-m70"
"Familjeliv: Känsliga rummet","91198379","","Ångestfyllda","tankar dagen efter leder heller inte till nått positivt , njut av din graviditet och börja planera det praktiska inför barnet skulle vara mitt råd .","248","0.81","Jag kan inte sluta röka hash.","|Entity_specific_modes_of_being:452.192|Filling:67.37|Purpose:51.426|","477.69","2009-10-06 18:00:11","Anonym (??)","Känsliga rummet > Missbruk","http://www.familjeliv.se/forum/4/120","|afton:62.671|mätthet:57.271|glatthet:41.284|","2009-10-26 22:41:47","http://www.familjeliv.se/forum/thread/47824561-jag-kan-inte-sluta-roka-hash","37.42","http://www.familjeliv.se/forum/thread/47824561-jag-kan-inte-sluta-roka-hash/1#anchor-m8"
"Familjeliv: Känsliga rummet","91604389","Den alkoholsjuke blir avtrubbad , nervös ,","ångestfylld",", aggressiv och kan få besvär med minnet .","114","1.37","Vad anser ni, rätt eller fel att hjälpa missbrukare?","|Addiction:1020.589|Trap:189.59|Administration_of_medication_specification:76.683|","72.29","2004-08-14 19:42:42","Brodsmulan","Känsliga rummet > Missbruk","http://www.familjeliv.se/forum/4/120","|känselbedövning:192.003|djävul:35.335|dryckenskap:21.873|","2004-08-15 09:59:45","http://www.familjeliv.se/forum/thread/764443-vad-anser-ni-ratt-eller-fel-att-hjalpa-missbrukare","56.19","http://www.familjeliv.se/forum/thread/764443-vad-anser-ni-ratt-eller-fel-att-hjalpa-missbrukare/11#anchor-m107"
"Familjeliv: Känsliga rummet","91697543","Jag har gått från att vara en ledsam ,","ångestfylld","tonåring till en vuxen kvinna fylld med hat och dåligt samvete .","9","0.36","Min pappa är alkolist!","|Erasing:66.137|Differentiation:66.137|Willingness:59.86|","53.50","2009-06-21 18:48:16","Anonym (Anna)","Känsliga rummet > Missbruk","http://www.familjeliv.se/forum/4/120","|monolog:57.872|kåda:31.612|misantropi:22.07|","2009-06-22 00:09:24","http://www.familjeliv.se/forum/thread/44988067-min-pappa-ar-alkolist","25.87","http://www.familjeliv.se/forum/thread/44988067-min-pappa-ar-alkolist/1"
"Familjeliv: Känsliga rummet","91885815","Hela mitt liv är så mycket lugnare och mindre","ångestfyllt","när jag slipper träffa min pappa .","15","0.59","Jag vill inte umgås när min pappa dricker","|Conduct:598.662|Extreme_value:229.329|Evading:95.754|","68.09","2017-09-06 14:23:44","isolande","Känsliga rummet > Missbruk","http://www.familjeliv.se/forum/4/120","|otacksamhet:62.027|smältning:50.73|uttalsfel:31.107|","2017-09-08 12:59:16","http://www.familjeliv.se/forum/thread/77991438-jag-vill-inte-umgas-nar-min-pappa-dricker","28.42","http://www.familjeliv.se/forum/thread/77991438-jag-vill-inte-umgas-nar-min-pappa-dricker/1#anchor-m4"
"Familjeliv: Känsliga rummet","93050235","Jag va smal som en pinne .. fortf lika","ångestfylld","och destruktiv .","210","0.34","Stöd och pepp tråd för mammor påväg ut ur missbruk el redan ute","|Luck:56.426|Verification:55.394|Medical_treatment:44.926|","63.95","2008-05-19 07:43:29","Catla","Känsliga rummet > Missbruk","http://www.familjeliv.se/forum/4/120","|fåfänga:32.759|formvidrighet:24.428|olärd:18.534|","2013-10-23 15:46:09","http://www.familjeliv.se/forum/thread/32045870-stod-och-pepp-trad-for-mammor-pavag-ut-ur-missbruk-el-redan-ute","31.70","http://www.familjeliv.se/forum/thread/32045870-stod-och-pepp-trad-for-mammor-pavag-ut-ur-missbruk-el-redan-ute/8#anchor-m78"
"Familjeliv: Känsliga rummet","93144589","Han förlorade jobbet , sov hela dagarna , blev aggressiv och","ångestfylld",".","58","0.38","Haschbit i soffan","|Trust:129.348|Ingest_substance:129.11|Addiction:76.851|","58.30","2006-10-07 09:43:15","Anonym (Sviken)","Känsliga rummet > Missbruk","http://www.familjeliv.se/forum/4/120","|fördunstning:100.834|misstydning:37.215|tjuvnad:34.076|","2006-10-12 12:49:53","http://www.familjeliv.se/forum/thread/12941059-haschbit-i-soffan","31.76","http://www.familjeliv.se/forum/thread/12941059-haschbit-i-soffan/4#anchor-m32"
"Familjeliv: Känsliga rummet","93173518","AnneSophie : Skrämselpropaganda hade nog bitit på mig även om det först hade gjort mig väldigt","ångestfylld","så att jag förmodligen hade rökt ännu mer .","69","0.45","Hej, jag heter xx och jag är nikotinist (långt)","|Expressing_publicly:676.552|Ingest_substance:302.111|Forgiveness:120.137|","63.95","2007-06-28 00:05:23","Anonym (Nikotinist)","Känsliga rummet > Missbruk","http://www.familjeliv.se/forum/4/120","|fördunstning:117.974|botfärdighet:39.11|inskjutning:25.781|","2015-05-18 08:40:40","http://www.familjeliv.se/forum/thread/22226113-hej-jag-heter-xx-och-jag-ar-nikotinist-langt","28.49","http://www.familjeliv.se/forum/thread/22226113-hej-jag-heter-xx-och-jag-ar-nikotinist-langt/1#anchor-m4"
"Familjeliv: Känsliga rummet","93769564","Varje kväll ligger jag i sängen , illamående och","ångestfylld",".","64","0.53","Sockermissbruk - hur slutar jag?!","|Addiction:525.558|Sex:67.479|Measure_mass:63.99|","63.65","2020-05-01 21:10:48","Anonym (Missbruk)","Känsliga rummet > Missbruk","http://www.familjeliv.se/forum/4/120","|sötma:74.824|fetthalt:39.11|svampighet:19.971|","2020-06-22 15:07:21","http://www.familjeliv.se/forum/thread/80373611-sockermissbruk-hur-slutar-jag","21.75","http://www.familjeliv.se/forum/thread/80373611-sockermissbruk-hur-slutar-jag/1"
"Familjeliv: Känsliga rummet","94453542","Det kommer att bli värre innan det kommer att bli bättre , många sömnlösa nätter ,","ångestfyllda","kvällar där varje sekund är en kamp att överleva .","120","0.50","jag missbrukar alkohol(orkar inte med detta mer)","|Candidness:62.77|Medical_treatment:55.21|Surviving:41.722|","56.76","2011-12-18 23:45:27","Anonym (jag med...)","Känsliga rummet > Missbruk","http://www.familjeliv.se/forum/4/120","|nykterhet:94.561|dryckenskap:16.527|aldrig:15.294|","2012-08-08 22:02:05","http://www.familjeliv.se/forum/thread/62588301-jag-missbrukar-alkoholorkar-inte-med-detta-mer","35.32","http://www.familjeliv.se/forum/thread/62588301-jag-missbrukar-alkoholorkar-inte-med-detta-mer/1#anchor-m1"
"Familjeliv: Känsliga rummet","94556915","Jag känner mig","ångestfylld",", lättad men samtidigt rädd .","120","0.34","jag missbrukar alkohol(orkar inte med detta mer)","|Fear:183.972|Emotions_by_stimulus:99.863|Cause_to_make_noise:49.628|","71.84","2012-03-29 09:34:05","Anonym (Me too)","Känsliga rummet > Missbruk","http://www.familjeliv.se/forum/4/120","|feghet:58.671|ljudupprepning:30.808|religiositet:29.979|","2012-08-08 22:02:05","http://www.familjeliv.se/forum/thread/62588301-jag-missbrukar-alkoholorkar-inte-med-detta-mer","17.33","http://www.familjeliv.se/forum/thread/62588301-jag-missbrukar-alkoholorkar-inte-med-detta-mer/6#anchor-m60"
